,organisation,topic_type,module,topic,lang,channel,link,title,desc,duration,likes,comments,chan_metrics
957,C++,advanced,Pointers and Memory Management,Pointers,english,Neso Academy,https://www.youtube.com/watch?v=qNgV7oAHElk,Understanding the Dangling Pointers,Data Structures: Understanding the Dangling Pointers Topics discussed: 1) What is a Dangling pointer? 2) How to avoid the ...,0,Likes not available,Comments not available,na
958,C++,advanced,Pointers and Memory Management,Pointers,english,Arunima Das,https://www.youtube.com/watch?v=nqBIcR3AChw,Basics of Arrays and Pointers in C++ Programming - English,"This video, shot at NISER Bhubaneswar, puts light on the concept of Arrays and Pointers particularly for C++ programming ...",0,Likes not available,Comments not available,na
959,C++,advanced,Pointers and Memory Management,Pointers,english,Easyfreenotes,https://www.youtube.com/watch?v=uIbdcG_-7dE,Pointers in C/C++ | Introduction  | In Hindi | English subtitiles,Pointers in C/C++ video series presented by Easyfreenotes .This is our first video of the series. Topic : Pointers in C/C++ in hindi.,0,Likes not available,Comments not available,na
960,C++,advanced,Pointers and Memory Management,Pointers,english,LearnEveryone,https://www.youtube.com/watch?v=oEb4Hw-_wzE,C++ POINTERS BASIC (IN HINDI),Let Us C by BPB Publications https://amzn.to/2oeEhXP C: The Complete Reference by McGraw Hill Education ...,0,Likes not available,Comments not available,na
961,C++,advanced,Pointers and Memory Management,Pointers,english,Atish Jain,https://www.youtube.com/watch?v=cT8UQJ5FBwg,57. Introduction to Pointers in C++ | C++ Programming Course in Telugu,This video is an introduction to an important topic in C++ programming which is pointers. We will learn how to use pointers in C++ ...,0,Likes not available,Comments not available,na
962,C++,advanced,Pointers and Memory Management,Pointers,english,Luiz Chagas Jardim,https://www.youtube.com/watch?v=Jn5C_gmgwZ8,Dumb Pointers: Understanding C++ Smart Pointers by writing our own | Part 1: Unique Pointer,References: https://sousajf1.github.io/Smart-Pointers-1-Unique-Ptr/ https://en.cppreference.com/w/cpp/memory/unique_ptr.,0,Likes not available,Comments not available,na
963,C++,advanced,Pointers and Memory Management,Pointers,english,Neso Academy,https://www.youtube.com/watch?v=udfbq4M2Kfc,Basics of Dynamic Memory Allocation,Data Structures: Basics of Dynamic Memory Allocation Topics discussed: 1) What is Static Memory Allocation? 2) Example of ...,0,Likes not available,Comments not available,na
964,C++,advanced,Pointers and Memory Management,Pointers,english,LinkedIn Learning,https://www.youtube.com/watch?v=m7rrk65GiXY,C++ Tutorial - LINKED LISTS,Learn how to create linked lists in C++ and store a set of elements that can grow and shrink dynamically. For more tips to advance ...,0,Likes not available,Comments not available,na
965,C++,advanced,Pointers and Memory Management,Pointers,english,Cpp Technology Explained,https://www.youtube.com/watch?v=-OFj8UptSpM,Execute-Around Pointer C++ Idiom,Execute-Around Pointer idiom tutorial #ExecuteAroundPointer #idiom #RAII 1. Introduction to Execute-Around Pointer idiom 2.,0,Likes not available,Comments not available,na
966,C++,advanced,Pointers and Memory Management,Pointers,english,The Cherno,https://www.youtube.com/watch?v=X8nYM8wdNRE,Inheritance in C++,Twitter ▻ https://twitter.com/thecherno Instagram ▻ https://instagram.com/thecherno Patreon ▻ https://patreon.com/thecherno ...,0,Likes not available,Comments not available,na
967,C++,advanced,Pointers and Memory Management,Pointers,english,CS50,https://www.youtube.com/watch?v=bOF-SpEAYgk,File Pointers - CS50 Shorts,"This is CS50, Harvard University's introduction to the intellectual enterprises of computer science and the art of programming.",0,Likes not available,Comments not available,na
968,C++,advanced,Pointers and Memory Management,Pointers,english,LearnEveryone,https://www.youtube.com/watch?v=Ty5JnnSH9gA,C++ POINTERS STRINGS (IN HINDI),Let Us C by BPB Publications https://amzn.to/2oeEhXP C: The Complete Reference by McGraw Hill Education ...,0,Likes not available,Comments not available,na
969,C++,advanced,Pointers and Memory Management,Pointers,english,ArseniyKD,https://www.youtube.com/watch?v=HfT5lzhw-_o,"Pointers in Computer Programming, How Do They Work?","In this video, I provide a basic overview of what pointers are in the context of computer programming. I do that by first defining what ...",0,Likes not available,Comments not available,na
970,C++,advanced,Pointers and Memory Management,Pointers,english,Friendly Journey,https://www.youtube.com/watch?v=IMtQZzpzCvk,Pointers in c++ | Tutorial on Pointers (Tamil),Tutorial on pointers in c++. In C++ Pointers are used to access memory addresses. This way it is in secure but still it has lot of ...,0,Likes not available,Comments not available,na
971,C++,advanced,Pointers and Memory Management,Pointers,english,Jordan West,https://www.youtube.com/watch?v=ZNjg_7nxsz4,"Pointers, visually explained | Code Words","Pointers can be pretty challenging to get your head around. But even if you never use them, understanding the layers below high ...",0,Likes not available,Comments not available,na
972,C++,advanced,Pointers and Memory Management,Pointers,english,Computerphile,https://www.youtube.com/watch?v=de2Hsvxaf8M,&quot;C&quot; Programming Language: Brian Kernighan - Computerphile,"""C"" is one of the most widely used programming languages of all time. Prof Brian Kernighan wrote the book on ""C"", well, co-wrote ...",0,Likes not available,Comments not available,na
973,C++,advanced,Pointers and Memory Management,Pointers,english,Programming Electronics Academy,https://www.youtube.com/watch?v=27_7Sco08k8,What is a Pointer? | ONLINE COURSE,Learn to program and prototype with Arduino now! Join our membership.*** https://bit.ly/3NO0zux ***We designed this circuit ...,0,Likes not available,Comments not available,na
974,C++,advanced,Pointers and Memory Management,Pointers,english,Neso Academy,https://www.youtube.com/watch?v=otu7gJVcwDw,Self Referential Structures,Data Structures: Self Referential Structures Topics discussed: 1) Self-referential structures. 2) Programming example of ...,0,Likes not available,Comments not available,na
975,C++,advanced,Pointers and Memory Management,Pointers,english,Introduction to Programming in C,https://www.youtube.com/watch?v=JlooWuQBvms,Lec 36 Programming using arrays and pointers,,0,Likes not available,Comments not available,na
976,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Neso Academy,https://www.youtube.com/watch?v=udfbq4M2Kfc,Basics of Dynamic Memory Allocation,Data Structures: Basics of Dynamic Memory Allocation Topics discussed: 1) What is Static Memory Allocation? 2) Example of ...,0,Likes not available,Comments not available,na
977,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Neso Academy,https://www.youtube.com/watch?v=Vch7_YeGKH4,Dynamic Memory Allocation using malloc(),Data Structures: Dynamic Memory Allocation using malloc() Topics discussed: 1) Dynamic memory allocation using malloc() ...,0,Likes not available,Comments not available,na
978,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,mycodeschool,https://www.youtube.com/watch?v=xDVC3wKjS64,Dynamic memory allocation in C - malloc calloc realloc free,See complete series on pointers here: http://www.youtube.com/playlist?list=PL2_aWCzGMAwLZp6LMUKI3cc7pgGsasm2_ In this ...,0,Likes not available,Comments not available,na
979,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Tushars Programming Tutorials,https://www.youtube.com/watch?v=EEIeAJfw7WA,program using malloc function - example,This video implements program of counting number of occurrences of user entered integer into given set of integers. It allocates ...,0,Likes not available,Comments not available,na
980,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,CodeWithHarry,https://www.youtube.com/watch?v=-33ywOXKh2M,C++ in 5 Minutes 🔥,"In this video, we will talk about the history of C++, how Bjarne Stroustrup created C++ Language and what the syntax of C++ looks ...",0,Likes not available,Comments not available,na
981,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,GeeksforGeeks,https://www.youtube.com/watch?v=RZ6674-mjrQ,First Fit algorithm in Memory Management | GeeksforGeeks,Find Complete Code at GeeksforGeeks Article: https://www.geeksforgeeks.org/program-first-fit-algorithm-memory-management/ ...,0,Likes not available,Comments not available,na
982,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Programming in C plus plus,https://www.youtube.com/watch?v=5kZrXXPfvns,Dynamic Memory Management (Contd.) (Lecture 18),,0,Likes not available,Comments not available,na
983,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Neso Academy,https://www.youtube.com/watch?v=qNgV7oAHElk,Understanding the Dangling Pointers,Data Structures: Understanding the Dangling Pointers Topics discussed: 1) What is a Dangling pointer? 2) How to avoid the ...,0,Likes not available,Comments not available,na
984,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,LinkedIn Learning,https://www.youtube.com/watch?v=m7rrk65GiXY,C++ Tutorial - LINKED LISTS,Learn how to create linked lists in C++ and store a set of elements that can grow and shrink dynamically. For more tips to advance ...,0,Likes not available,Comments not available,na
985,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Mohamed Nabeel,https://www.youtube.com/watch?v=kosSNXnSEJ0,Dynamic arrays (1D &amp; 2D ),"شرح مبسط بالعربي للdynamic arrays في الC++ منهج اولى حاسبات و معلومات عين شمس 2016 , كورس الStructured Programming ...",0,Likes not available,Comments not available,na
986,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,TED-Ed,https://www.youtube.com/watch?v=p3q5zWCw8J4,How computer memory works - Kanawat Senanan,"View full lesson: http://ed.ted.com/lessons/how-computer-memory-works-kanawat-senanan In many ways, our memories make us ...",0,Likes not available,Comments not available,na
987,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Neso Academy,https://www.youtube.com/watch?v=R9PTBwOzceo,Introduction to Linked List,Data Structures: Introduction to Linked List Topics discussed: 1) Different ways to maintain a list in memory. 2) Types of Linked List ...,0,Likes not available,Comments not available,na
988,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Neso Academy,https://www.youtube.com/watch?v=qxUd5av1OYI,Pointer Application (Finding the Largest &amp; Smallest Elements in an Array),C Programming: Finding the largest and the smallest elements in an array using the pointers. Topic discussed: 1) C Program to ...,0,Likes not available,Comments not available,na
989,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,mycodeschool,https://www.youtube.com/watch?v=vcQIFT79_50,Linked List - Implementation in C/C++,See complete series on linked list here: ...,0,Likes not available,Comments not available,na
990,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Gate Smashers,https://www.youtube.com/watch?v=N3rG_1CEQkQ,"L-5.5: First Fit, Next Fit, Best Fit, Worst fit Memory Allocation | Memory Management | OS",Subscribe to our new channel:https://www.youtube.com/@varunainashots First Fit: Allocate the first hole that is big enough.,0,Likes not available,Comments not available,na
991,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Neso Academy,https://www.youtube.com/watch?v=b3G9RjG4l2s,Declaring &amp; Initializing Pointers in C,C Programming: Declaring & Initializing Pointers in C Topics discussed: 1) Declaration of the pointer variable. 2) Initialization of ...,0,Likes not available,Comments not available,na
992,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,cs128,https://www.youtube.com/watch?v=yGo5KA6m2OY,0311: Resizing a dynamically allocated array,,0,Likes not available,Comments not available,na
993,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,sk programming,https://www.youtube.com/watch?v=-x5FaRu9bqQ,What are memory allocation and deallocation functions? | What is memory allocation deallocation?,What are memory allocation and deallocation functions? What is memory allocation deallocation? Which function is used for ...,0,Likes not available,Comments not available,na
994,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,GeeksforGeeks,https://www.youtube.com/watch?v=TQSVMBsK1kk,Best Fit algorithm in Memory Management | GeeksforGeeks,Find Complete Code at GeeksforGeeks Article: https://www.geeksforgeeks.org/program-best-fit-algorithm-memory-management/ ...,0,Likes not available,Comments not available,na
995,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,GeeksforGeeks,https://www.youtube.com/watch?v=Ns4LCeeOFS4,Dynamic Programming | Set 3 (Longest Increasing Subsequence) | GeeksforGeeks,Explanation for the article: http://www.geeksforgeeks.org/dynamic-programming-set-3-longest-increasing-subsequence/ This ...,0,Likes not available,Comments not available,na
996,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Gate Smashers,https://www.youtube.com/watch?v=0BhhiQGDbEA,L-5.1: Introduction to Dynamic Programming | Greedy Vs Dynamic Programming | Algorithm(DAA),Subscribe to our new channel:https://www.youtube.com/@varunainashots Links for DAA Notes: File-1: https://rb.gy/2byrg ...,0,Likes not available,Comments not available,na
997,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Simplilearn,https://www.youtube.com/watch?v=SfwsZ8vlYx0,"C vs C++ vs Java | Difference Between C, C++ &amp; Java | Programming Languages Comparison | Simplilearn",Post Graduate Program In Full Stack Web Development: ...,0,Likes not available,Comments not available,na
998,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,mycodeschool,https://www.youtube.com/watch?v=NobHlGUjV3g,Introduction to linked list,See complete series on data structures here: http://www.youtube.com/playlist?list=PL2_aWCzGMAwI3W_JlcBbtYTwiQSsOTa6P ...,0,Likes not available,Comments not available,na
999,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,Neso Academy,https://www.youtube.com/watch?v=otu7gJVcwDw,Self Referential Structures,Data Structures: Self Referential Structures Topics discussed: 1) Self-referential structures. 2) Programming example of ...,0,Likes not available,Comments not available,na
1000,C++,advanced,Pointers and Memory Management,Dynamic Memory Allocation,english,aXXo,https://www.youtube.com/watch?v=yW_ZxqVDLVE,How To Start Game Hacking,Many might wonder where to properly start in game hacking. Well this video is for you! Patreon: ...,0,Likes not available,Comments not available,na
1001,C++,advanced,Object-Oriented Programming,Classes,english,Neso Academy,https://www.youtube.com/watch?v=imNlJohlLPk,Writing a Simple C++ Program,C++ Programming: Writing a Simple C++ Program Topics discussed: 1. Basic introduction to the 'main' function. 2. Elements of a ...,0,Likes not available,Comments not available,na
1002,C++,advanced,Object-Oriented Programming,Classes,english,Neso Academy,https://www.youtube.com/watch?v=s0g4ty29Xgg,Introduction to C++ Programming,C++ Programming: Introduction Topics discussed: 1. Basic introduction to C++. 2. C++: An extension of C. 3. Prerequisites. 4.,0,Likes not available,Comments not available,na
1003,C++,advanced,Object-Oriented Programming,Classes,english,CS Dojo,https://www.youtube.com/watch?v=8yjkWGRlUmY,Introduction to Classes and Objects - Part 1 (Data Structures &amp; Algorithms #3),Object oriented programming tutorial! Java & Python sample code available below. Check out Brilliant.org ...,0,Likes not available,Comments not available,na
1004,C++,advanced,Object-Oriented Programming,Classes,english,The Cherno,https://www.youtube.com/watch?v=fLgTtaqqJp0,CLASSES vs STRUCTS in C++,Twitter ▻ https://twitter.com/thecherno Instagram ▻ https://instagram.com/thecherno Patreon ▻ https://patreon.com/thecherno ...,0,Likes not available,Comments not available,na
1005,C++,advanced,Object-Oriented Programming,Classes,english,The Cherno,https://www.youtube.com/watch?v=X8nYM8wdNRE,Inheritance in C++,Twitter ▻ https://twitter.com/thecherno Instagram ▻ https://instagram.com/thecherno Patreon ▻ https://patreon.com/thecherno ...,0,Likes not available,Comments not available,na
1006,C++,advanced,Object-Oriented Programming,Classes,english,Neso Academy,https://www.youtube.com/watch?v=1Wrc91mp980,Input and Output in C++,C++ Programming: Input and Output in C++ Topics discussed: 1. Input/Output in C++. 2. The iostream Library: • istream • ostream ...,0,Likes not available,Comments not available,na
1007,C++,advanced,Object-Oriented Programming,Classes,english,United Top Tech,https://www.youtube.com/watch?v=4zNiYeF-2fY,"C++ Class program to get students details like name,roll number and marks","C++ Class program to get students details like name,roll number and marks.",0,Likes not available,Comments not available,na
1008,C++,advanced,Object-Oriented Programming,Classes,english,Fraz,https://www.youtube.com/watch?v=0lWGfN9XRwM,How to Start Coding for Beginners | Best Path to Crack Interviews,Enrol in the Live DSA batch https://bit.ly/44Y5z7I .................................................................................. Register for the codestudio contest ...,0,Likes not available,Comments not available,na
1009,C++,advanced,Object-Oriented Programming,Classes,english,LinkedIn Learning,https://www.youtube.com/watch?v=m7rrk65GiXY,C++ Tutorial - LINKED LISTS,Learn how to create linked lists in C++ and store a set of elements that can grow and shrink dynamically. For more tips to advance ...,0,Likes not available,Comments not available,na
1010,C++,advanced,Object-Oriented Programming,Classes,english,Atish Jain,https://www.youtube.com/watch?v=InJ2WGuBD1A,63. Working with Classes &amp; Objects |First Example | C++ Programming Course in Telugu,"C++ Programming Language Youtube Video Tutorial Series by Atish Jain sir in Telugu & English Mix Language, All the topics are ...",0,Likes not available,Comments not available,na
1011,C++,advanced,Object-Oriented Programming,Classes,english,Nishant Chahar,https://www.youtube.com/watch?v=aXl_0pcUo_M,"@ApnaCollegeOfficial C++ Course Review | Pros, Cons &amp; Alternatives | Should you follow it? 🤔",There were a lot of requests regarding the Apna College C++ Course Review. So here you have it. Please watch it through and ...,0,Likes not available,Comments not available,na
1012,C++,advanced,Object-Oriented Programming,Classes,english,KV PROTECH,https://www.youtube.com/watch?v=LTYzEZtgUzQ,INTRODUCTION OF INHERITANCE IN C++ (PART-1)| BASE AND DERIVED CLASSES IN C++ (HINDI),"EXPLANATION OF INHERITANCE INTRODUCTION ,BASE CLASS AND DERIVED CLASS WITH EXAMPLE IN C++.",0,Likes not available,Comments not available,na
1013,C++,advanced,Object-Oriented Programming,Classes,english,Edusoft Learning Systems - Learning Simplified,https://www.youtube.com/watch?v=HGczLOhApkY,Classes and Objects in C++ examples - C++ Full Course in Telugu- Lesson 7,Learn Yourself using pen drive in offline video link https://youtu.be/IynZkv8uGP8 ***Online Classes Starts on First Week of every ...,0,Likes not available,Comments not available,na
1014,C++,advanced,Object-Oriented Programming,Classes,english,GeeksforGeeks,https://www.youtube.com/watch?v=3rDp0yOACZQ,C++ Programming Language Tutorial | Strings in C++ | GeeksforGeeks,Find Complete Code at GeeksforGeeks Article: https://www.geeksforgeeks.org/c-string-class-and-its-applications/ This video is ...,0,Likes not available,Comments not available,na
1015,C++,advanced,Object-Oriented Programming,Classes,english,Power Couple,https://www.youtube.com/watch?v=BkzPdgdxWBY,Stop Learning These Programming Languages (as a beginner),"""What programming languages should you learn?"" has been answered many times. ""What programming languages should you ...",0,Likes not available,Comments not available,na
1016,C++,advanced,Object-Oriented Programming,Classes,english,Ekeeda,https://www.youtube.com/watch?v=Aze8Jt9TkVk,Virtual Functions and Polymorphism in C++ - C++ Programming - Computer Science Class 12,Virtual Functions and Polymorphism in C++ Video Lecture From C++ Programming Chapter of Computer Science Class 12 ...,0,Likes not available,Comments not available,na
1017,C++,advanced,Object-Oriented Programming,Classes,english,Neso Academy,https://www.youtube.com/watch?v=m2FtsEvlmCA,Compiling &amp; Executing C++ Programs (VS Code),C++ Programming: Compiling & Executing C++ Programs (VS Code) Topics discussed: 1. Compilation of programs. 2. Steps for ...,0,Likes not available,Comments not available,na
1018,C++,advanced,Object-Oriented Programming,Classes,english,The Cherno,https://www.youtube.com/watch?v=f3FVU-iwNuA,Static in C++,Twitter ▻ https://twitter.com/thecherno Instagram ▻ https://instagram.com/thecherno Patreon ▻ https://patreon.com/thecherno ...,0,Likes not available,Comments not available,na
1019,C++,advanced,Object-Oriented Programming,Classes,english,Edusoft Learning Systems - Learning Simplified,https://www.youtube.com/watch?v=4SNUMsdk0FE,Classes and Objects in C++ - C++ Full Course in Telugu- Lesson 6,Learn Yourself using pen drive in offline video link https://youtu.be/IynZkv8uGP8 ***Online Classes Starts on First Week of every ...,0,Likes not available,Comments not available,na
1020,C++,advanced,Object-Oriented Programming,Classes,english,William Lin,https://www.youtube.com/watch?v=bVKHRtafgPc,Starting Competitive Programming - Steps and Mistakes,"In this video, I describe the steps to start competitive programming for a person from any level and I point out several common ...",0,Likes not available,Comments not available,na
1021,C++,advanced,Object-Oriented Programming,Classes,english,Brackeys,https://www.youtube.com/watch?v=WKjfCHxeEz4,How to Program in C# - Classes (E07),In this final video we'll learn how to use classes in C#! ▻ Get the 2D Mega Pack: ...,0,Likes not available,Comments not available,na
1022,C++,advanced,Object-Oriented Programming,Classes,english,Power Couple,https://www.youtube.com/watch?v=79pKwdiqcwI,FASTEST Way to Learn Coding and ACTUALLY Get a Job,"Today, I'll share how to learn programming fast and get your first full-time Software Engineer job - step by step. As a self taught ...",0,Likes not available,Comments not available,na
1023,C++,advanced,Object-Oriented Programming,Classes,english,Simplilearn,https://www.youtube.com/watch?v=SfwsZ8vlYx0,"C vs C++ vs Java | Difference Between C, C++ &amp; Java | Programming Languages Comparison | Simplilearn",Post Graduate Program In Full Stack Web Development: ...,0,Likes not available,Comments not available,na
1024,C++,advanced,Object-Oriented Programming,Classes,english,Neso Academy,https://www.youtube.com/watch?v=ZniDyolzrBw,Data Types vs. Abstract Data Types,Data Structures: Data Types vs. Abstract Data Types in Data Structures Topics discussed: 1) Data types. 2) Difference between ...,0,Likes not available,Comments not available,na
1025,C++,advanced,Object-Oriented Programming,Classes,english,Neso Academy,https://www.youtube.com/watch?v=R9PTBwOzceo,Introduction to Linked List,Data Structures: Introduction to Linked List Topics discussed: 1) Different ways to maintain a list in memory. 2) Types of Linked List ...,0,Likes not available,Comments not available,na
1026,C++,advanced,Object-Oriented Programming,Inheritance,english,The Cherno,https://www.youtube.com/watch?v=X8nYM8wdNRE,Inheritance in C++,Twitter ▻ https://twitter.com/thecherno Instagram ▻ https://instagram.com/thecherno Patreon ▻ https://patreon.com/thecherno ...,0,Likes not available,Comments not available,na
1027,C++,advanced,Object-Oriented Programming,Inheritance,english,Ekeeda,https://www.youtube.com/watch?v=Yi1wb62wyWI,Inheritance and Its Types in C++ (Single Inheritance) - C++ Programming - Computer Science Class 12,Inheritance and Its Types in C++ (Single Inheritance) Video Lecture From C++ Programming Chapter of Computer Science Class ...,0,Likes not available,Comments not available,na
1028,C++,advanced,Object-Oriented Programming,Inheritance,english,Spoken-Tutorial IIT Bombay,https://www.youtube.com/watch?v=w0SdD_siigU,Inheritance - English,Inheritance -Inheritance -Concept of subclass and superclass -Types of inheritance -single level inheritance -Multilevel ...,0,Likes not available,Comments not available,na
1029,C++,advanced,Object-Oriented Programming,Inheritance,english,KV PROTECH,https://www.youtube.com/watch?v=LTYzEZtgUzQ,INTRODUCTION OF INHERITANCE IN C++ (PART-1)| BASE AND DERIVED CLASSES IN C++ (HINDI),"EXPLANATION OF INHERITANCE INTRODUCTION ,BASE CLASS AND DERIVED CLASS WITH EXAMPLE IN C++.",0,Likes not available,Comments not available,na
1030,C++,advanced,Object-Oriented Programming,Inheritance,english,Spoken-Tutorial IIT Bombay,https://www.youtube.com/watch?v=BzmLZm-7UsM,More On Inheritance - English,More on Inheritance -Multiple Inheritance * derived class inherits from more than one base class. -Hierarchical Inheritance ...,0,Likes not available,Comments not available,na
1031,C++,advanced,Object-Oriented Programming,Inheritance,english,CodeWithHarry,https://www.youtube.com/watch?v=-KsfUaQEY9Y,Inheritance in Python | Python Tutorial - Day #61,Access the Playlist: https://www.youtube.com/playlist?list=PLu0W_9lII9agwh1XjRt242xIpHhPT2llg Link to the Repl: ...,0,Likes not available,Comments not available,na
1032,C++,advanced,Object-Oriented Programming,Inheritance,english,Neso Academy,https://www.youtube.com/watch?v=imNlJohlLPk,Writing a Simple C++ Program,C++ Programming: Writing a Simple C++ Program Topics discussed: 1. Basic introduction to the 'main' function. 2. Elements of a ...,0,Likes not available,Comments not available,na
1033,C++,advanced,Object-Oriented Programming,Inheritance,english,Bro Code,https://www.youtube.com/watch?v=Zs342ePFvRI,Java inheritance 👪,Java inheritance tutorial example| #Java #inheritance #tutorial #example.,0,Likes not available,Comments not available,na
1034,C++,advanced,Object-Oriented Programming,Inheritance,english,Programming Line,https://www.youtube.com/watch?v=jz2X5szVi6U,Inheritance in OOPs | OOPs concepts | Object Oriented Programming Concepts,"Do you have any Query? Kindly message us on WhatsApp https://wa.me/message/VLQEBSCSNL73P1 . We won't pick calls, just ...",0,Likes not available,Comments not available,na
1035,C++,advanced,Object-Oriented Programming,Inheritance,english,John DeNero,https://www.youtube.com/watch?v=Bqpe1iyq5vE,Inheritance,,0,Likes not available,Comments not available,na
1036,C++,advanced,Object-Oriented Programming,Inheritance,english,KV PROTECH,https://www.youtube.com/watch?v=Q8MoTPt9KVk,ACCESS CONTROL IN INHERITANCE C++ (HINDI) |  ACCESS CONTROL AND INHERITANCE IN C++,EXPLANATION OF C++ ACCESS CONTROL IN INHERITANCE WITH EXAMPLE AND NOTES. Notes http://easynotes12345.com/,0,Likes not available,Comments not available,na
1037,C++,advanced,Object-Oriented Programming,Inheritance,english,Ekeeda,https://www.youtube.com/watch?v=Aze8Jt9TkVk,Virtual Functions and Polymorphism in C++ - C++ Programming - Computer Science Class 12,Virtual Functions and Polymorphism in C++ Video Lecture From C++ Programming Chapter of Computer Science Class 12 ...,0,Likes not available,Comments not available,na
1038,C++,advanced,Object-Oriented Programming,Inheritance,english,Samir Paul,https://www.youtube.com/watch?v=ec-H2N-ptpk,"Some observations about interfaces, inheritance, and relationships among classes","ADSB 05_07. A bunch of miscellaneous thoughts on inheritance, interfaces, etc.",0,Likes not available,Comments not available,na
1039,C++,advanced,Object-Oriented Programming,Inheritance,english,Power Couple,https://www.youtube.com/watch?v=BkzPdgdxWBY,Stop Learning These Programming Languages (as a beginner),"""What programming languages should you learn?"" has been answered many times. ""What programming languages should you ...",0,Likes not available,Comments not available,na
1040,C++,advanced,Object-Oriented Programming,Inheritance,english,The Cherno,https://www.youtube.com/watch?v=fLgTtaqqJp0,CLASSES vs STRUCTS in C++,Twitter ▻ https://twitter.com/thecherno Instagram ▻ https://instagram.com/thecherno Patreon ▻ https://patreon.com/thecherno ...,0,Likes not available,Comments not available,na
1041,C++,advanced,Object-Oriented Programming,Inheritance,english,KV PROTECH,https://www.youtube.com/watch?v=TXLsZAR4iCE,VISIBILITY MODES IN C++ INHERITANCE (HINDI),EXPLANATION OF VISIBILITY MODES IN C++ WITH EXAMPLE AND NOTES. Notes http://easynotes12345.com/,0,Likes not available,Comments not available,na
1042,C++,advanced,Object-Oriented Programming,Inheritance,english,Spoken-Tutorial IIT Bombay,https://www.youtube.com/watch?v=xBM3dftLq50,Inheritance - Gujarati,Inheritance -ઇનહેરીટન્સ -સબ ક્લાસ અને સુપરક્લાસ વિષે -ઇનહેરીટન્સનાં ...,0,Likes not available,Comments not available,na
1043,C++,advanced,Object-Oriented Programming,Inheritance,english,The Morpheus Tutorials,https://www.youtube.com/watch?v=Ia1QE-RraGU,C++ Tutorial #14 - Vererbung,"In diesem Tutorial fangen wir mit Vererbung an. ❤❤❤ Früherer Zugang zu Tutorials, Abstimmungen, Live-Events und ...",0,Likes not available,Comments not available,na
1044,C++,advanced,Object-Oriented Programming,Inheritance,english,dhrubz lab,https://www.youtube.com/watch?v=b6ERnru89iw,01. Lecture: Introduction to C++ |  C++ programming tutorial | English Subtitles,"Hello Coding Lovers, welcome to my YouTube channel. This is my first video. In the video I'll be talking about the introduction to ...",0,Likes not available,Comments not available,na
1045,C++,advanced,Object-Oriented Programming,Inheritance,english,Spoken-Tutorial IIT Bombay,https://www.youtube.com/watch?v=nubJ8OhpbhI,Function Overloading And Overriding - English,Function overloading -function overriding -difference between both.,0,Likes not available,Comments not available,na
1046,C++,advanced,Object-Oriented Programming,Inheritance,english,C++ Weekly With Jason Turner,https://www.youtube.com/watch?v=78Y_LRZPVRg,C++ Weekly - Ep 173 - The Important Parts of C++98 in 13 Minutes,"Upcoming Conference Workshops (Swag, links and more) ☟☟ C++ Best Practices Workshops! Sept 18, 19, Kongsberg, Norway: ...",0,Likes not available,Comments not available,na
1047,C++,advanced,Object-Oriented Programming,Inheritance,english,C++ Weekly With Jason Turner,https://www.youtube.com/watch?v=CMmkoy24XhU,C++ Weekly - Ep 276 - C++20&#39;s Conditionally `explicit` Conversions,"Upcoming Conference Workshops (Swag, links and more) ☟☟ C++ Best Practices Workshops! Sept 18, 19, Kongsberg, Norway: ...",0,Likes not available,Comments not available,na
1048,C++,advanced,Object-Oriented Programming,Inheritance,english,United Top Tech,https://www.youtube.com/watch?v=4zNiYeF-2fY,"C++ Class program to get students details like name,roll number and marks","C++ Class program to get students details like name,roll number and marks.",0,Likes not available,Comments not available,na
